SCEL,SKBO,06:56-03:00,11:08-05:00,0,true|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
SCEL,SKBO,10:43-03:00,15:55-05:00,0,true|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
SCEL,SKBO,17:41-03:00,22:53-05:00,0,true|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
SCEL,SKBO,00:25-03:00,06:16-05:00,0,true|98,SCEL,SEQM,00:25-03:00,04:09-05:00,340|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
SCEL,SKBO,00:25-03:00,10:52-05:00,0,true|98,SCEL,SEQM,00:25-03:00,04:09-05:00,340|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
SCEL,SKBO,00:25-03:00,21:42-05:00,0,true|98,SCEL,SEQM,00:25-03:00,04:09-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
SCEL,SKBO,00:25-03:00,23:15-05:00,0,true|98,SCEL,SEQM,00:25-03:00,04:09-05:00,340|73,SEQM,SVMI,09:29-05:00,14:39-04:00,320|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
SCEL,SKBO,15:19-03:00,21:42-05:00,0,true|100,SCEL,SEQM,15:19-03:00,19:03-05:00,360|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
SCEL,SKBO,15:19-03:00,08:56-05:00,1,true|100,SCEL,SEQM,15:19-03:00,19:03-05:00,360|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
SCEL,SKBO,21:06-03:00,06:16-05:00,1,true|102,SCEL,SEQM,21:06-03:00,01:50-05:00,320|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
SCEL,SKBO,21:06-03:00,10:52-05:00,1,true|102,SCEL,SEQM,21:06-03:00,01:50-05:00,320|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
SCEL,SKBO,11:33-03:00,23:15-05:00,0,true|262,SCEL,SVMI,11:33-03:00,18:35-04:00,300|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
SCEL,SKBO,11:33-03:00,10:27-05:00,1,true|262,SCEL,SVMI,11:33-03:00,18:35-04:00,300|271,SVMI,SGAS,22:21-04:00,05:23-04:00,320|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
SCEL,SKBO,14:26-03:00,23:15-05:00,0,true|264,SCEL,SVMI,14:26-03:00,21:28-04:00,320|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
SCEL,SKBO,14:26-03:00,10:27-05:00,1,true|264,SCEL,SVMI,14:26-03:00,21:28-04:00,320|271,SVMI,SGAS,22:21-04:00,05:23-04:00,320|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
SCEL,SKBO,14:26-03:00,13:50-05:00,1,true|264,SCEL,SVMI,14:26-03:00,21:28-04:00,320|271,SVMI,SGAS,22:21-04:00,05:23-04:00,320|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
SCEL,SKBO,11:08-03:00,01:32-05:00,1,true|402,SCEL,SBBR,11:08-03:00,16:59-03:00,340|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
SCEL,SKBO,11:08-03:00,07:40-05:00,1,true|402,SCEL,SBBR,11:08-03:00,16:59-03:00,340|411,SBBR,SABE,20:43-03:00,00:42-03:00,320|34,SABE,SKBO,02:57-03:00,07:40-05:00,320
SCEL,SKBO,11:08-03:00,02:43-05:00,1,true|402,SCEL,SBBR,11:08-03:00,16:59-03:00,340|417,SBBR,SGAS,17:21-03:00,19:16-04:00,320|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
SCEL,SKBO,11:08-03:00,10:27-05:00,1,true|402,SCEL,SBBR,11:08-03:00,16:59-03:00,340|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
SCEL,SKBO,16:31-03:00,01:32-05:00,1,true|404,SCEL,SBBR,16:31-03:00,21:22-03:00,300|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
SCEL,SKBO,16:31-03:00,10:27-05:00,1,true|404,SCEL,SBBR,16:31-03:00,21:22-03:00,300|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
SCEL,SKBO,16:31-03:00,13:50-05:00,1,true|404,SCEL,SBBR,16:31-03:00,21:22-03:00,300|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
SCEL,SKBO,05:40-03:00,22:25-05:00,0,true|554,SCEL,SPIM,05:40-03:00,08:44-05:00,340|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
SCEL,SKBO,05:40-03:00,21:42-05:00,0,true|554,SCEL,SPIM,05:40-03:00,08:44-05:00,340|86,SPIM,SEQM,12:52-05:00,15:33-05:00,360|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
SCEL,SKBO,05:40-03:00,23:15-05:00,0,true|554,SCEL,SPIM,05:40-03:00,08:44-05:00,340|254,SPIM,SVMI,11:06-05:00,17:32-04:00,340|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
SCEL,SKBO,05:40-03:00,23:04-05:00,0,true|554,SCEL,SPIM,05:40-03:00,08:44-05:00,340|549,SPIM,SLLP,14:59-05:00,18:19-04:00,360|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
SCEL,SKBO,05:40-03:00,02:43-05:00,1,true|554,SCEL,SPIM,05:40-03:00,08:44-05:00,340|571,SPIM,SGAS,09:28-05:00,15:40-04:00,360|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
SCEL,SKBO,07:08-03:00,22:25-05:00,0,true|556,SCEL,SPIM,07:08-03:00,10:12-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
