SLLP,SKBO,20:09-04:00,23:04-05:00,0,true|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
SLLP,SKBO,04:24-04:00,10:52-05:00,0,true|212,SLLP,SEQM,04:24-04:00,07:01-05:00,360|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
SLLP,SKBO,04:24-04:00,21:42-05:00,0,true|212,SLLP,SEQM,04:24-04:00,07:01-05:00,360|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
SLLP,SKBO,04:24-04:00,23:15-05:00,0,true|212,SLLP,SEQM,04:24-04:00,07:01-05:00,360|191,SEQM,SVMI,10:31-05:00,15:41-04:00,360|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
SLLP,SKBO,04:24-04:00,01:32-05:00,1,true|212,SLLP,SEQM,04:24-04:00,07:01-05:00,360|197,SEQM,SBBR,08:36-05:00,16:22-03:00,320|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
SLLP,SKBO,04:24-04:00,01:32-05:00,1,true|212,SLLP,SEQM,04:24-04:00,07:01-05:00,360|199,SEQM,SBBR,12:41-05:00,20:27-03:00,320|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
SLLP,SKBO,09:04-04:00,21:42-05:00,0,true|214,SLLP,SEQM,09:04-04:00,12:41-05:00,360|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
SLLP,SKBO,09:04-04:00,08:56-05:00,1,true|214,SLLP,SEQM,09:04-04:00,12:41-05:00,360|193,SEQM,SVMI,21:50-05:00,02:00-04:00,320|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
SLLP,SKBO,09:04-04:00,22:25-05:00,0,true|214,SLLP,SEQM,09:04-04:00,12:41-05:00,360|207,SEQM,SPIM,14:35-05:00,17:16-05:00,300|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
SLLP,SKBO,09:04-04:00,08:51-05:00,1,true|214,SLLP,SEQM,09:04-04:00,12:41-05:00,360|209,SEQM,SPIM,23:10-05:00,02:51-05:00,340|20,SPIM,SKBO,04:35-05:00,08:51-05:00,340
SLLP,SKBO,09:04-04:00,08:51-05:00,1,true|214,SLLP,SEQM,09:04-04:00,12:41-05:00,360|237,SEQM,SGAS,18:18-05:00,01:48-04:00,360|44,SGAS,SKBO,03:11-04:00,08:51-05:00,320
SLLP,SKBO,16:12-04:00,21:42-05:00,0,true|216,SLLP,SEQM,16:12-04:00,19:49-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
SLLP,SKBO,16:12-04:00,08:56-05:00,1,true|216,SLLP,SEQM,16:12-04:00,19:49-05:00,320|193,SEQM,SVMI,21:50-05:00,02:00-04:00,320|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
SLLP,SKBO,16:12-04:00,08:51-05:00,1,true|216,SLLP,SEQM,16:12-04:00,19:49-05:00,320|209,SEQM,SPIM,23:10-05:00,02:51-05:00,340|20,SPIM,SKBO,04:35-05:00,08:51-05:00,340
SLLP,SKBO,16:12-04:00,12:18-05:00,1,true|216,SLLP,SEQM,16:12-04:00,19:49-05:00,320|209,SEQM,SPIM,23:10-05:00,02:51-05:00,340|22,SPIM,SKBO,08:02-05:00,12:18-05:00,300
SLLP,SKBO,16:12-04:00,13:55-05:00,1,true|216,SLLP,SEQM,16:12-04:00,19:49-05:00,320|223,SEQM,SCEL,22:28-05:00,06:12-03:00,360|30,SCEL,SKBO,08:43-03:00,13:55-05:00,340
SLLP,SKBO,16:12-04:00,14:40-05:00,1,true|216,SLLP,SEQM,16:12-04:00,19:49-05:00,320|231,SEQM,SABE,20:18-05:00,05:43-03:00,320|38,SABE,SKBO,09:57-03:00,14:40-05:00,340
SLLP,SKBO,19:47-04:00,08:51-05:00,1,true|218,SLLP,SEQM,19:47-04:00,22:24-05:00,320|209,SEQM,SPIM,23:10-05:00,02:51-05:00,340|20,SPIM,SKBO,04:35-05:00,08:51-05:00,340
SLLP,SKBO,19:47-04:00,12:18-05:00,1,true|218,SLLP,SEQM,19:47-04:00,22:24-05:00,320|209,SEQM,SPIM,23:10-05:00,02:51-05:00,340|22,SPIM,SKBO,08:02-05:00,12:18-05:00,300
SLLP,SKBO,19:47-04:00,17:19-05:00,1,true|218,SLLP,SEQM,19:47-04:00,22:24-05:00,320|329,SEQM,OERK,23:07-05:00,01:00+03:00,300|134,OERK,SKBO,07:12+03:00,17:19-05:00,320
