SPIM,SKBO,04:35-05:00,08:51-05:00,0,true|18,SPIM,SKBO,04:35-05:00,08:51-05:00,340,0
SPIM,SKBO,08:02-05:00,12:18-05:00,0,true|20,SPIM,SKBO,08:02-05:00,12:18-05:00,300,0
SPIM,SKBO,18:09-05:00,22:25-05:00,0,true|21,SPIM,SKBO,18:09-05:00,22:25-05:00,340,0
SPIM,SKBO,00:13-05:00,06:16-05:00,0,true|62,SPIM,SEQM,00:13-05:00,03:54-05:00,320,0|3,SEQM,SKBO,04:29-05:00,06:16-05:00,340,0
SPIM,SKBO,00:13-05:00,10:52-05:00,0,true|62,SPIM,SEQM,00:13-05:00,03:54-05:00,320,0|5,SEQM,SKBO,08:05-05:00,10:52-05:00,320,0
SPIM,SKBO,00:13-05:00,21:42-05:00,0,true|62,SPIM,SEQM,00:13-05:00,03:54-05:00,320,0|7,SEQM,SKBO,19:55-05:00,21:42-05:00,360,0
SPIM,SKBO,00:13-05:00,19:28-05:00,0,true|62,SPIM,SEQM,00:13-05:00,03:54-05:00,320,0|55,SEQM,SBBR,04:19-05:00,12:05-03:00,340,0|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360,0
SPIM,SKBO,08:10-05:00,21:42-05:00,0,true|64,SPIM,SEQM,08:10-05:00,11:51-05:00,300,0|7,SEQM,SKBO,19:55-05:00,21:42-05:00,360,0
SPIM,SKBO,08:10-05:00,01:32-05:00,1,true|64,SPIM,SEQM,08:10-05:00,11:51-05:00,300,0|59,SEQM,SBBR,12:41-05:00,20:27-03:00,320,0|1254,SBBR,SKBO,21:57-03:00,01:32-05:00,360,1
SPIM,SKBO,08:10-05:00,03:33-05:00,1,true|64,SPIM,SEQM,08:10-05:00,11:51-05:00,300,0|82,SEQM,SABE,12:44-05:00,21:09-03:00,320,0|1251,SABE,SKBO,22:50-03:00,03:33-05:00,320,1
SPIM,SKBO,17:11-05:00,08:56-05:00,1,true|66,SPIM,SEQM,17:11-05:00,20:52-05:00,300,0|1380,SEQM,SVMI,21:50-05:00,02:00-04:00,320,1|9,SVMI,SKBO,06:33-04:00,08:56-05:00,340,0
SPIM,SKBO,17:11-05:00,16:58-05:00,1,true|66,SPIM,SEQM,17:11-05:00,20:52-05:00,300,0|1380,SEQM,SVMI,21:50-05:00,02:00-04:00,320,1|11,SVMI,SKBO,14:35-04:00,16:58-05:00,340,0
SPIM,SKBO,17:11-05:00,13:55-05:00,1,true|66,SPIM,SEQM,17:11-05:00,20:52-05:00,300,0|1386,SEQM,SCEL,22:28-05:00,06:12-03:00,360,1|25,SCEL,SKBO,08:43-03:00,13:55-05:00,340,0
SPIM,SKBO,05:24-05:00,16:58-05:00,0,true|106,SPIM,SVMI,05:24-05:00,11:50-04:00,320,0|11,SVMI,SKBO,14:35-04:00,16:58-05:00,340,0
SPIM,SKBO,05:24-05:00,21:42-05:00,0,true|106,SPIM,SVMI,05:24-05:00,11:50-04:00,320,0|53,SVMI,SEQM,13:15-04:00,16:25-05:00,320,0|7,SEQM,SKBO,19:55-05:00,21:42-05:00,360,0
SPIM,SKBO,05:24-05:00,02:28-05:00,1,true|106,SPIM,SVMI,05:24-05:00,11:50-04:00,320,0|124,SVMI,SGAS,14:03-04:00,21:05-04:00,300,0|1263,SGAS,SKBO,21:48-04:00,02:28-05:00,340,1
SPIM,SKBO,00:48-05:00,19:28-05:00,0,true|150,SPIM,SBBR,00:48-05:00,08:53-03:00,300,0|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360,0
SPIM,SKBO,00:48-05:00,21:42-05:00,0,true|150,SPIM,SBBR,00:48-05:00,08:53-03:00,300,0|60,SBBR,SEQM,12:13-03:00,16:59-05:00,360,0|7,SEQM,SKBO,19:55-05:00,21:42-05:00,360,0
SPIM,SKBO,00:21-05:00,21:42-05:00,0,true|203,SPIM,SLLP,00:21-05:00,04:41-04:00,300,0|70,SLLP,SEQM,09:04-04:00,12:41-05:00,360,0|7,SEQM,SKBO,19:55-05:00,21:42-05:00,360,0
