ZBAA,SKBO,00:51+08:00,06:16-05:00,0,false|210,ZBAA,SEQM,00:51+08:00,01:20-05:00,300|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
ZBAA,SKBO,00:51+08:00,10:52-05:00,0,false|210,ZBAA,SEQM,00:51+08:00,01:20-05:00,300|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
ZBAA,SKBO,00:51+08:00,21:42-05:00,0,false|210,ZBAA,SEQM,00:51+08:00,01:20-05:00,300|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
ZBAA,SKBO,00:51+08:00,23:15-05:00,0,false|210,ZBAA,SEQM,00:51+08:00,01:20-05:00,300|73,SEQM,SVMI,09:29-05:00,14:39-04:00,320|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
ZBAA,SKBO,00:51+08:00,08:56-05:00,1,false|210,ZBAA,SEQM,00:51+08:00,01:20-05:00,300|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
ZBAA,SKBO,00:51+08:00,16:58-05:00,1,false|210,ZBAA,SEQM,00:51+08:00,01:20-05:00,300|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
ZBAA,SKBO,00:51+08:00,23:15-05:00,1,false|210,ZBAA,SEQM,00:51+08:00,01:20-05:00,300|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
ZBAA,SKBO,00:51+08:00,19:28-05:00,0,false|210,ZBAA,SEQM,00:51+08:00,01:20-05:00,300|77,SEQM,SBBR,06:11-05:00,14:57-03:00,300|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
ZBAA,SKBO,00:51+08:00,01:32-05:00,1,false|210,ZBAA,SEQM,00:51+08:00,01:20-05:00,300|77,SEQM,SBBR,06:11-05:00,14:57-03:00,300|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
ZBAA,SKBO,00:51+08:00,01:32-05:00,1,false|210,ZBAA,SEQM,00:51+08:00,01:20-05:00,300|79,SEQM,SBBR,10:54-05:00,18:40-03:00,300|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
ZBAA,SKBO,00:51+08:00,07:37-05:00,1,false|210,ZBAA,SEQM,00:51+08:00,01:20-05:00,300|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320|14,SBBR,SKBO,03:02-03:00,07:37-05:00,320
ZBAA,SKBO,00:51+08:00,19:28-05:00,1,false|210,ZBAA,SEQM,00:51+08:00,01:20-05:00,300|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
ZBAA,SKBO,00:51+08:00,22:25-05:00,0,false|210,ZBAA,SEQM,00:51+08:00,01:20-05:00,300|85,SEQM,SPIM,11:17-05:00,14:58-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
