SBBR,SKBO,03:02-03:00,07:37-05:00,0,true|14,SBBR,SKBO,03:02-03:00,07:37-05:00,320
SBBR,SKBO,15:53-03:00,19:28-05:00,0,true|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
SBBR,SKBO,21:57-03:00,01:32-05:00,1,true|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
SBBR,SKBO,03:13-03:00,10:52-05:00,0,true|196,SBBR,SEQM,03:13-03:00,07:59-05:00,320|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
SBBR,SKBO,03:13-03:00,21:42-05:00,0,true|196,SBBR,SEQM,03:13-03:00,07:59-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
SBBR,SKBO,03:13-03:00,23:15-05:00,0,true|196,SBBR,SEQM,03:13-03:00,07:59-05:00,320|191,SEQM,SVMI,10:31-05:00,15:41-04:00,360|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
SBBR,SKBO,03:13-03:00,22:25-05:00,0,true|196,SBBR,SEQM,03:13-03:00,07:59-05:00,320|205,SEQM,SPIM,11:32-05:00,14:13-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
SBBR,SKBO,03:13-03:00,22:25-05:00,0,true|196,SBBR,SEQM,03:13-03:00,07:59-05:00,320|207,SEQM,SPIM,14:35-05:00,17:16-05:00,300|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
SBBR,SKBO,03:13-03:00,23:04-05:00,0,true|196,SBBR,SEQM,03:13-03:00,07:59-05:00,320|213,SEQM,SLLP,11:32-05:00,16:09-04:00,320|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
SBBR,SKBO,03:13-03:00,23:04-05:00,0,true|196,SBBR,SEQM,03:13-03:00,07:59-05:00,320|215,SEQM,SLLP,13:15-05:00,18:52-04:00,320|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
SBBR,SKBO,07:36-03:00,21:42-05:00,0,true|198,SBBR,SEQM,07:36-03:00,11:22-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
SBBR,SKBO,07:36-03:00,22:25-05:00,0,true|198,SBBR,SEQM,07:36-03:00,11:22-05:00,340|205,SEQM,SPIM,11:32-05:00,14:13-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
SBBR,SKBO,07:36-03:00,22:25-05:00,0,true|198,SBBR,SEQM,07:36-03:00,11:22-05:00,340|207,SEQM,SPIM,14:35-05:00,17:16-05:00,300|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
SBBR,SKBO,07:36-03:00,23:04-05:00,0,true|198,SBBR,SEQM,07:36-03:00,11:22-05:00,340|213,SEQM,SLLP,11:32-05:00,16:09-04:00,320|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
SBBR,SKBO,07:36-03:00,23:04-05:00,0,true|198,SBBR,SEQM,07:36-03:00,11:22-05:00,340|215,SEQM,SLLP,13:15-05:00,18:52-04:00,320|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
SBBR,SKBO,07:36-03:00,03:33-05:00,1,true|198,SBBR,SEQM,07:36-03:00,11:22-05:00,340|229,SEQM,SABE,12:44-05:00,21:09-03:00,320|42,SABE,SKBO,22:50-03:00,03:33-05:00,320
SBBR,SKBO,07:36-03:00,02:28-05:00,1,true|198,SBBR,SEQM,07:36-03:00,11:22-05:00,340|235,SEQM,SGAS,11:44-05:00,18:14-04:00,320|48,SGAS,SKBO,21:48-04:00,02:28-05:00,340
SBBR,SKBO,12:13-03:00,21:42-05:00,0,true|200,SBBR,SEQM,12:13-03:00,16:59-05:00,360|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
SBBR,SKBO,12:13-03:00,08:56-05:00,1,true|200,SBBR,SEQM,12:13-03:00,16:59-05:00,360|193,SEQM,SVMI,21:50-05:00,02:00-04:00,320|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
SBBR,SKBO,12:13-03:00,08:51-05:00,1,true|200,SBBR,SEQM,12:13-03:00,16:59-05:00,360|209,SEQM,SPIM,23:10-05:00,02:51-05:00,340|20,SPIM,SKBO,04:35-05:00,08:51-05:00,340
SBBR,SKBO,12:13-03:00,08:51-05:00,1,true|200,SBBR,SEQM,12:13-03:00,16:59-05:00,360|237,SEQM,SGAS,18:18-05:00,01:48-04:00,360|44,SGAS,SKBO,03:11-04:00,08:51-05:00,320
SBBR,SKBO,20:11-03:00,06:16-05:00,1,true|202,SBBR,SEQM,20:11-03:00,00:57-05:00,300|2,SEQM,SKBO,04:29-05:00,06:16-05:00,340
SBBR,SKBO,20:11-03:00,10:52-05:00,1,true|202,SBBR,SEQM,20:11-03:00,00:57-05:00,300|4,SEQM,SKBO,08:05-05:00,10:52-05:00,320
