SUAA,SKBO,12:02-03:00,17:51-05:00,0,true|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340
SUAA,SKBO,04:39-03:00,21:42-05:00,0,true|116,SUAA,SEQM,04:39-03:00,09:12-05:00,300|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
SUAA,SKBO,04:39-03:00,23:15-05:00,0,true|116,SUAA,SEQM,04:39-03:00,09:12-05:00,300|73,SEQM,SVMI,09:29-05:00,14:39-04:00,320|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
SUAA,SKBO,04:39-03:00,01:32-05:00,1,true|116,SUAA,SEQM,04:39-03:00,09:12-05:00,300|79,SEQM,SBBR,10:54-05:00,18:40-03:00,300|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
SUAA,SKBO,04:39-03:00,22:25-05:00,0,true|116,SUAA,SEQM,04:39-03:00,09:12-05:00,300|85,SEQM,SPIM,11:17-05:00,14:58-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
SUAA,SKBO,04:39-03:00,02:40-05:00,1,true|116,SUAA,SEQM,04:39-03:00,09:12-05:00,300|105,SEQM,SABE,11:54-05:00,20:19-03:00,300|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
SUAA,SKBO,04:39-03:00,02:43-05:00,1,true|116,SUAA,SEQM,04:39-03:00,09:12-05:00,300|111,SEQM,SGAS,10:06-05:00,17:36-04:00,300|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
SUAA,SKBO,09:09-03:00,21:42-05:00,0,true|118,SUAA,SEQM,09:09-03:00,14:42-05:00,320|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
SUAA,SKBO,09:09-03:00,08:56-05:00,1,true|118,SUAA,SEQM,09:09-03:00,14:42-05:00,320|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
SUAA,SKBO,09:09-03:00,07:37-05:00,1,true|118,SUAA,SEQM,09:09-03:00,14:42-05:00,320|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320|14,SBBR,SKBO,03:02-03:00,07:37-05:00,320
SUAA,SKBO,16:38-03:00,08:56-05:00,1,true|120,SUAA,SEQM,16:38-03:00,21:11-05:00,320|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
SUAA,SKBO,04:33-03:00,16:58-05:00,0,true|274,SUAA,SVMI,04:33-03:00,11:50-04:00,300|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
SUAA,SKBO,04:33-03:00,23:15-05:00,0,true|274,SUAA,SVMI,04:33-03:00,11:50-04:00,300|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
SUAA,SKBO,04:33-03:00,21:42-05:00,0,true|274,SUAA,SVMI,04:33-03:00,11:50-04:00,300|74,SVMI,SEQM,14:49-04:00,17:59-05:00,300|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
SUAA,SKBO,04:33-03:00,22:25-05:00,0,true|274,SUAA,SVMI,04:33-03:00,11:50-04:00,300|255,SVMI,SPIM,13:09-04:00,17:35-05:00,360|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
SUAA,SKBO,08:33-03:00,23:15-05:00,0,true|276,SUAA,SVMI,08:33-03:00,15:50-04:00,360|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
SUAA,SKBO,12:28-03:00,23:15-05:00,0,true|278,SUAA,SVMI,12:28-03:00,19:45-04:00,320|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
SUAA,SKBO,12:28-03:00,10:27-05:00,1,true|278,SUAA,SVMI,12:28-03:00,19:45-04:00,320|271,SVMI,SGAS,22:21-04:00,05:23-04:00,320|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
SUAA,SKBO,22:40-03:00,08:56-05:00,1,true|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
SUAA,SKBO,22:40-03:00,16:58-05:00,1,true|280,SUAA,SVMI,22:40-03:00,05:57-04:00,340|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
SUAA,SKBO,00:24-03:00,19:28-05:00,0,true|422,SUAA,SBBR,00:24-03:00,04:17-03:00,340|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
SUAA,SKBO,07:19-03:00,19:28-05:00,0,true|424,SUAA,SBBR,07:19-03:00,11:12-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
SUAA,SKBO,07:19-03:00,01:32-05:00,1,true|424,SUAA,SBBR,07:19-03:00,11:12-03:00,320|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
SUAA,SKBO,07:19-03:00,23:04-05:00,0,true|424,SUAA,SBBR,07:19-03:00,11:12-03:00,320|397,SBBR,SLLP,14:06-03:00,17:56-04:00,300|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
SUAA,SKBO,07:19-03:00,02:40-05:00,1,true|424,SUAA,SBBR,07:19-03:00,11:12-03:00,320|409,SBBR,SABE,13:28-03:00,17:27-03:00,360|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
SUAA,SKBO,07:19-03:00,02:43-05:00,1,true|424,SUAA,SBBR,07:19-03:00,11:12-03:00,320|417,SBBR,SGAS,17:21-03:00,19:16-04:00,320|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
SUAA,SKBO,14:42-03:00,01:32-05:00,1,true|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
SUAA,SKBO,14:42-03:00,11:08-05:00,1,true|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340|403,SBBR,SCEL,22:16-03:00,03:07-03:00,340|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
SUAA,SKBO,14:42-03:00,07:40-05:00,1,true|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340|411,SBBR,SABE,20:43-03:00,00:42-03:00,320|34,SABE,SKBO,02:57-03:00,07:40-05:00,320
SUAA,SKBO,14:42-03:00,14:27-05:00,1,true|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340|411,SBBR,SABE,20:43-03:00,00:42-03:00,320|36,SABE,SKBO,09:44-03:00,14:27-05:00,340
SUAA,SKBO,14:42-03:00,10:27-05:00,1,true|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|40,SGAS,SKBO,05:47-04:00,10:27-05:00,340
SUAA,SKBO,14:42-03:00,13:50-05:00,1,true|426,SUAA,SBBR,14:42-03:00,18:35-03:00,340|419,SBBR,SGAS,22:32-03:00,00:27-04:00,320|42,SGAS,SKBO,08:10-04:00,13:50-05:00,300
SUAA,SKBO,20:11-03:00,07:37-05:00,1,true|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320|14,SBBR,SKBO,03:02-03:00,07:37-05:00,320
SUAA,SKBO,20:11-03:00,19:28-05:00,1,true|428,SUAA,SBBR,20:11-03:00,00:04-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
SUAA,SKBO,05:54-03:00,22:25-05:00,0,true|576,SUAA,SPIM,05:54-03:00,09:58-05:00,360|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
