SVMI,SKBO,06:33-04:00,08:56-05:00,0,true|9,SVMI,SKBO,06:33-04:00,08:56-05:00,340,0
SVMI,SKBO,14:35-04:00,16:58-05:00,0,true|11,SVMI,SKBO,14:35-04:00,16:58-05:00,340,0
SVMI,SKBO,03:38-04:00,10:52-05:00,0,true|51,SVMI,SEQM,03:38-04:00,06:48-05:00,340,0|5,SEQM,SKBO,08:05-05:00,10:52-05:00,320,0
SVMI,SKBO,03:38-04:00,21:42-05:00,0,true|51,SVMI,SEQM,03:38-04:00,06:48-05:00,340,0|7,SEQM,SKBO,19:55-05:00,21:42-05:00,360,0
SVMI,SKBO,03:38-04:00,01:32-05:00,1,true|51,SVMI,SEQM,03:38-04:00,06:48-05:00,340,0|57,SEQM,SBBR,08:36-05:00,16:22-03:00,320,0|1254,SBBR,SKBO,21:57-03:00,01:32-05:00,360,1
SVMI,SKBO,03:38-04:00,01:32-05:00,1,true|51,SVMI,SEQM,03:38-04:00,06:48-05:00,340,0|59,SEQM,SBBR,12:41-05:00,20:27-03:00,320,0|1254,SBBR,SKBO,21:57-03:00,01:32-05:00,360,1
SVMI,SKBO,03:38-04:00,22:25-05:00,0,true|51,SVMI,SEQM,03:38-04:00,06:48-05:00,340,0|63,SEQM,SPIM,11:32-05:00,14:13-05:00,320,0|21,SPIM,SKBO,18:09-05:00,22:25-05:00,340,0
SVMI,SKBO,03:38-04:00,22:25-05:00,0,true|51,SVMI,SEQM,03:38-04:00,06:48-05:00,340,0|65,SEQM,SPIM,14:35-05:00,17:16-05:00,300,0|21,SPIM,SKBO,18:09-05:00,22:25-05:00,340,0
SVMI,SKBO,03:38-04:00,03:33-05:00,1,true|51,SVMI,SEQM,03:38-04:00,06:48-05:00,340,0|80,SEQM,SABE,07:06-05:00,16:31-03:00,360,0|1251,SABE,SKBO,22:50-03:00,03:33-05:00,320,1
SVMI,SKBO,03:38-04:00,03:33-05:00,1,true|51,SVMI,SEQM,03:38-04:00,06:48-05:00,340,0|82,SEQM,SABE,12:44-05:00,21:09-03:00,320,0|1251,SABE,SKBO,22:50-03:00,03:33-05:00,320,1
SVMI,SKBO,03:38-04:00,02:28-05:00,1,true|51,SVMI,SEQM,03:38-04:00,06:48-05:00,340,0|84,SEQM,SGAS,07:22-05:00,14:52-04:00,300,0|1263,SGAS,SKBO,21:48-04:00,02:28-05:00,340,1
SVMI,SKBO,03:38-04:00,02:28-05:00,1,true|51,SVMI,SEQM,03:38-04:00,06:48-05:00,340,0|86,SEQM,SGAS,11:44-05:00,18:14-04:00,320,0|1263,SGAS,SKBO,21:48-04:00,02:28-05:00,340,1
SVMI,SKBO,13:15-04:00,21:42-05:00,0,true|53,SVMI,SEQM,13:15-04:00,16:25-05:00,320,0|7,SEQM,SKBO,19:55-05:00,21:42-05:00,360,0
SVMI,SKBO,13:15-04:00,08:51-05:00,1,true|53,SVMI,SEQM,13:15-04:00,16:25-05:00,320,0|1383,SEQM,SPIM,23:10-05:00,02:51-05:00,340,1|18,SPIM,SKBO,04:35-05:00,08:51-05:00,340,0
SVMI,SKBO,13:15-04:00,12:18-05:00,1,true|53,SVMI,SEQM,13:15-04:00,16:25-05:00,320,0|1383,SEQM,SPIM,23:10-05:00,02:51-05:00,340,1|20,SPIM,SKBO,08:02-05:00,12:18-05:00,300,0
SVMI,SKBO,13:15-04:00,08:51-05:00,1,true|53,SVMI,SEQM,13:15-04:00,16:25-05:00,320,0|1390,SEQM,SGAS,18:18-05:00,01:48-04:00,360,1|35,SGAS,SKBO,03:11-04:00,08:51-05:00,320,0
SVMI,SKBO,18:14-04:00,08:51-05:00,1,true|54,SVMI,SEQM,18:14-04:00,21:24-05:00,360,0|1383,SEQM,SPIM,23:10-05:00,02:51-05:00,340,1|18,SPIM,SKBO,04:35-05:00,08:51-05:00,340,0
SVMI,SKBO,18:14-04:00,12:18-05:00,1,true|54,SVMI,SEQM,18:14-04:00,21:24-05:00,360,0|1383,SEQM,SPIM,23:10-05:00,02:51-05:00,340,1|20,SPIM,SKBO,08:02-05:00,12:18-05:00,300,0
SVMI,SKBO,18:14-04:00,13:55-05:00,1,true|54,SVMI,SEQM,18:14-04:00,21:24-05:00,360,0|1386,SEQM,SCEL,22:28-05:00,06:12-03:00,360,1|25,SCEL,SKBO,08:43-03:00,13:55-05:00,340,0
SVMI,SKBO,00:28-04:00,19:28-05:00,0,true|99,SVMI,SBBR,00:28-04:00,07:50-03:00,300,0|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360,0
SVMI,SKBO,00:28-04:00,21:42-05:00,0,true|99,SVMI,SBBR,00:28-04:00,07:50-03:00,300,0|60,SBBR,SEQM,12:13-03:00,16:59-05:00,360,0|7,SEQM,SKBO,19:55-05:00,21:42-05:00,360,0
SVMI,SKBO,00:28-04:00,22:25-05:00,0,true|99,SVMI,SBBR,00:28-04:00,07:50-03:00,300,0|151,SBBR,SPIM,13:38-03:00,17:43-05:00,320,0|21,SPIM,SKBO,18:09-05:00,22:25-05:00,340,0
SVMI,SKBO,08:34-04:00,02:28-05:00,1,true|101,SVMI,SBBR,08:34-04:00,15:56-03:00,300,0|175,SBBR,SGAS,19:05-03:00,21:00-04:00,360,0|1263,SGAS,SKBO,21:48-04:00,02:28-05:00,340,1
SVMI,SKBO,08:34-04:00,01:32-05:00,1,true|101,SVMI,SBBR,08:34-04:00,15:56-03:00,300,0|1254,SBBR,SKBO,21:57-03:00,01:32-05:00,360,1
SVMI,SKBO,08:34-04:00,06:16-05:00,1,true|101,SVMI,SBBR,08:34-04:00,15:56-03:00,300,0|1382,SBBR,SEQM,20:11-03:00,00:57-05:00,300,1|3,SEQM,SKBO,04:29-05:00,06:16-05:00,340,0
SVMI,SKBO,10:55-04:00,22:25-05:00,0,true|105,SVMI,SPIM,10:55-04:00,14:21-05:00,340,0|21,SPIM,SKBO,18:09-05:00,22:25-05:00,340,0
SVMI,SKBO,10:55-04:00,06:16-05:00,1,true|105,SVMI,SPIM,10:55-04:00,14:21-05:00,340,0|1384,SPIM,SEQM,21:09-05:00,00:50-05:00,320,1|3,SEQM,SKBO,04:29-05:00,06:16-05:00,340,0
