LATI,SKBO,04:11+02:00,11:43-05:00,0,false|50,LATI,SKBO,04:11+02:00,11:43-05:00,360
LATI,SKBO,08:17+02:00,15:49-05:00,0,false|52,LATI,SKBO,08:17+02:00,15:49-05:00,360
LATI,SKBO,18:50+02:00,01:22-05:00,1,false|54,LATI,SKBO,18:50+02:00,01:22-05:00,300
LATI,SKBO,01:17+02:00,21:42-05:00,0,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|6,SEQM,SKBO,19:55-05:00,21:42-05:00,360
LATI,SKBO,01:17+02:00,08:56-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360|8,SVMI,SKBO,06:33-04:00,08:56-05:00,340
LATI,SKBO,01:17+02:00,16:58-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360|10,SVMI,SKBO,14:35-04:00,16:58-05:00,340
LATI,SKBO,01:17+02:00,23:15-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|75,SEQM,SVMI,22:58-05:00,03:08-04:00,360|12,SVMI,SKBO,21:52-04:00,23:15-05:00,360
LATI,SKBO,01:17+02:00,01:32-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|79,SEQM,SBBR,10:54-05:00,18:40-03:00,300|18,SBBR,SKBO,21:57-03:00,01:32-05:00,360
LATI,SKBO,01:17+02:00,07:37-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320|14,SBBR,SKBO,03:02-03:00,07:37-05:00,320
LATI,SKBO,01:17+02:00,19:28-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|81,SEQM,SBBR,18:26-05:00,02:12-03:00,320|16,SBBR,SKBO,15:53-03:00,19:28-05:00,360
LATI,SKBO,01:17+02:00,22:25-05:00,0,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|85,SEQM,SPIM,11:17-05:00,14:58-05:00,320|24,SPIM,SKBO,18:09-05:00,22:25-05:00,340
LATI,SKBO,01:17+02:00,23:04-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|95,SEQM,SLLP,20:09-05:00,01:46-04:00,320|26,SLLP,SKBO,20:09-04:00,23:04-05:00,300
LATI,SKBO,01:17+02:00,11:08-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320|28,SCEL,SKBO,06:56-03:00,11:08-05:00,300
LATI,SKBO,01:17+02:00,15:55-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320|30,SCEL,SKBO,10:43-03:00,15:55-05:00,340
LATI,SKBO,01:17+02:00,22:53-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|101,SEQM,SCEL,17:49-05:00,01:33-03:00,320|32,SCEL,SKBO,17:41-03:00,22:53-05:00,360
LATI,SKBO,01:17+02:00,02:40-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|105,SEQM,SABE,11:54-05:00,20:19-03:00,300|38,SABE,SKBO,21:57-03:00,02:40-05:00,340
LATI,SKBO,01:17+02:00,14:27-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|109,SEQM,SABE,18:08-05:00,03:33-03:00,320|36,SABE,SKBO,09:44-03:00,14:27-05:00,340
LATI,SKBO,01:17+02:00,02:43-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|111,SEQM,SGAS,10:06-05:00,17:36-04:00,300|46,SGAS,SKBO,21:03-04:00,02:43-05:00,320
LATI,SKBO,01:17+02:00,17:51-05:00,1,false|122,LATI,SEQM,01:17+02:00,09:36-05:00,340|119,SEQM,SUAA,18:02-05:00,03:35-03:00,360|48,SUAA,SKBO,12:02-03:00,17:51-05:00,340
