SKBO,OAKB,03:34-05:00,18:27+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|52,SEQM,SVMI,10:31-05:00,15:41-04:00,360|1588,SVMI,OAKB,16:51-04:00,18:27+04:00,340
SKBO,OAKB,03:34-05:00,21:06+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|52,SEQM,SVMI,10:31-05:00,15:41-04:00,360|1590,SVMI,OAKB,19:30-04:00,21:06+04:00,320
SKBO,OAKB,03:34-05:00,19:07+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|57,SEQM,SBBR,08:36-05:00,16:22-03:00,320|1700,SBBR,OAKB,18:22-03:00,19:07+04:00,340
SKBO,OAKB,03:34-05:00,20:14+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|63,SEQM,SPIM,11:32-05:00,14:13-05:00,320|1828,SPIM,OAKB,14:22-05:00,20:14+04:00,320
SKBO,OAKB,03:34-05:00,05:17+04:00,2,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|63,SEQM,SPIM,11:32-05:00,14:13-05:00,320|2830,SPIM,OAKB,23:25-05:00,05:17+04:00,320
SKBO,OAKB,03:34-05:00,05:17+04:00,2,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|65,SEQM,SPIM,14:35-05:00,17:16-05:00,300|2830,SPIM,OAKB,23:25-05:00,05:17+04:00,320
SKBO,OAKB,03:34-05:00,02:35+04:00,2,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|69,SEQM,SLLP,11:32-05:00,16:09-04:00,320|2839,SLLP,OAKB,21:21-04:00,02:35+04:00,360
SKBO,OAKB,03:34-05:00,02:35+04:00,2,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|71,SEQM,SLLP,13:15-05:00,18:52-04:00,320|2839,SLLP,OAKB,21:21-04:00,02:35+04:00,360
SKBO,OAKB,03:34-05:00,21:23+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|80,SEQM,SABE,07:06-05:00,16:31-03:00,360|2172,SABE,OAKB,17:17-03:00,21:23+04:00,360
SKBO,OAKB,03:34-05:00,02:38+04:00,2,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|80,SEQM,SABE,07:06-05:00,16:31-03:00,360|2853,SABE,OAKB,22:32-03:00,02:38+04:00,360
SKBO,OAKB,03:34-05:00,02:38+04:00,2,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|82,SEQM,SABE,12:44-05:00,21:09-03:00,320|2853,SABE,OAKB,22:32-03:00,02:38+04:00,360
SKBO,OAKB,03:34-05:00,00:29+04:00,2,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|84,SEQM,SGAS,07:22-05:00,14:52-04:00,300|2858,SGAS,OAKB,20:56-04:00,00:29+04:00,320
SKBO,OAKB,03:34-05:00,00:29+04:00,2,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|86,SEQM,SGAS,11:44-05:00,18:14-04:00,320|2858,SGAS,OAKB,20:56-04:00,00:29+04:00,320
SKBO,OAKB,03:34-05:00,19:13+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|90,SEQM,SUAA,06:01-05:00,15:34-03:00,300|2423,SUAA,OAKB,16:20-03:00,19:13+04:00,360
SKBO,OAKB,03:34-05:00,00:25+04:00,2,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|90,SEQM,SUAA,06:01-05:00,15:34-03:00,300|2863,SUAA,OAKB,21:32-03:00,00:25+04:00,320
SKBO,OAKB,03:34-05:00,18:13+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1417,SEQM,UMMS,08:58-05:00,07:53+03:00,360|730,UMMS,OAKB,11:23+03:00,18:13+04:00,320
SKBO,OAKB,03:34-05:00,22:04+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1417,SEQM,UMMS,08:58-05:00,07:53+03:00,360|732,UMMS,OAKB,15:14+03:00,22:04+04:00,360
SKBO,OAKB,03:34-05:00,17:14+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1422,SEQM,LBSF,06:28-05:00,05:11+03:00,340|797,LBSF,OAKB,09:07+03:00,17:14+04:00,300
SKBO,OAKB,03:34-05:00,19:47+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1429,SEQM,LKPR,09:29-05:00,06:15+02:00,320|853,LKPR,OAKB,10:48+02:00,19:47+04:00,320
SKBO,OAKB,03:34-05:00,21:22+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1429,SEQM,LKPR,09:29-05:00,06:15+02:00,320|855,LKPR,OAKB,12:23+02:00,21:22+04:00,360
SKBO,OAKB,03:34-05:00,23:59+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1436,SEQM,LDZA,11:38-05:00,08:37+02:00,340|913,LDZA,OAKB,14:11+02:00,23:59+04:00,360
SKBO,OAKB,03:34-05:00,23:59+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1438,SEQM,LDZA,14:21-05:00,11:20+02:00,320|913,LDZA,OAKB,14:11+02:00,23:59+04:00,360
SKBO,OAKB,03:34-05:00,16:46+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1444,SEQM,EHAM,07:32-05:00,03:26+02:00,340|1002,EHAM,OAKB,06:55+02:00,16:46+04:00,320
SKBO,OAKB,03:34-05:00,21:49+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1451,SEQM,VIDP,11:10-05:00,19:11+05:00,300|1046,VIDP,OAKB,19:33+05:00,21:49+04:00,300
SKBO,OAKB,03:34-05:00,13:58+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1454,SEQM,OSDI,05:30-05:00,06:52+03:00,320|1085,OSDI,OAKB,07:08+03:00,13:58+04:00,340
SKBO,OAKB,03:34-05:00,19:20+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1454,SEQM,OSDI,05:30-05:00,06:52+03:00,320|1087,OSDI,OAKB,13:30+03:00,19:20+04:00,320
SKBO,OAKB,03:34-05:00,19:20+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1456,SEQM,OSDI,08:36-05:00,09:58+03:00,300|1087,OSDI,OAKB,13:30+03:00,19:20+04:00,320
SKBO,OAKB,03:34-05:00,12:39+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1472,SEQM,OAKB,07:54-05:00,12:39+04:00,340
SKBO,OAKB,03:34-05:00,16:03+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1474,SEQM,OOMS,06:19-05:00,11:42+04:00,300|1183,OOMS,OAKB,12:01+04:00,16:03+04:00,360
SKBO,OAKB,03:34-05:00,22:51+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1477,SEQM,OYSN,07:58-05:00,09:51+03:00,340|1189,OYSN,OAKB,15:44+03:00,22:51+04:00,300
SKBO,OAKB,03:34-05:00,22:51+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1479,SEQM,OYSN,12:20-05:00,14:13+03:00,300|1189,OYSN,OAKB,15:44+03:00,22:51+04:00,300
SKBO,OAKB,03:34-05:00,15:17+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1483,SEQM,OPKC,05:38-05:00,12:00+05:00,360|1195,OPKC,OAKB,13:52+05:00,15:17+04:00,320
SKBO,OAKB,03:34-05:00,21:40+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1483,SEQM,OPKC,05:38-05:00,12:00+05:00,360|1196,OPKC,OAKB,19:15+05:00,21:40+04:00,360
SKBO,OAKB,03:34-05:00,18:39+04:00,1,false|2,SKBO,SEQM,03:34-05:00,05:21-05:00,300|1489,SEQM,UBBB,08:09-05:00,09:40+02:00,360|1202,UBBB,OAKB,12:23+02:00,18:39+04:00,300
